,Unnamed: 0,Year,OSHPD_ID,FacilityName,County,TypeofOwnership,HospitalType,Teaching,LicensedBeds,AvailableBeds,StaffedBeds,PretaxNetIncome,OtherOperatingRev,TotalOperatingRev,TotalMargin,OperatingMargin,Location,SmallORRural
124,124,2010,106190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Comparable,0,170,170,130,39809568,70559.0,39880127.0,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
125,125,2012,106491338,PALM DRIVE HOSPITAL,Sonoma,District,Comparable,0,37,28,19,29236872,141412.0,29378284.0,0.5%,0.5%,"SEBASTOPOL, California
(38.402084, -122.824191)",1
126,126,2010,106361110,BEAR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,District,Comparable,0,30,30,26,12867208,80972.0,12948180.0,0.6%,0.6%,"BIG BEAR LAKE, California
(34.243516, -116.899432)",1
127,127,2012,106121002,MAD RIVER COMMUNITY HOSPITAL,Humboldt,Investor,Comparable,0,80,46,42,52834862,355713.0,53190575.0,0.7%,0.7%,"ARCATA, California
(40.868186, -124.090548)",0
128,128,2010,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Non-Profit,Comparable,0,140,140,140,210302960,1853305.0,212156265.0,0.9%,0.9%,"FAIRFIELD, California
(38.251488, -122.049851)",0
129,129,2011,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,0,180,180,180,104635078,252993.0,104888071.0,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
130,130,2010,106424002,SANTA BARBARA COUNTY-PHF,SANTA BARBARA,City/County,Psychiatric Health Facilities,0,16,16,16,2850540,0.0,2850540.0,0%,0%,"SANTA BARBARA, California
(34.420867, -119.698342)",0
131,131,2010,106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,0,366,333,333,147837966,7028059.0,154866025.0,4.5%,4.8%,"LOS ANGELES, California
(34.052238, -118.243344)",0
132,132,2011,106362041,HI-DESERT MEDICAL CENTER,San Bernardino,District,Comparable,0,179,179,154,56442477,332448.0,56774925.0,0.6%,0.6%,"JOSHUA TREE, California
(34.126919, -116.315127)",1
133,133,2011,106060870,COLUSA REGIONAL MEDICAL CENTER,Colusa,Non-Profit,Comparable,0,48,48,36,19487514,367456.0,19854970.0,1.9%,1.9%,"COLUSA, California
(39.209238, -122.008373)",1
134,134,2010,106491338,PALM DRIVE HOSPITAL,SONOMA,District,Comparable,0,37,28,19,27871420,143960.0,28015380.0,0.5%,0.5%,"SEBASTOPOL, California
(38.402084, -122.824191)",1
135,135,2010,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Comparable,0,242,222,222,216079691,10495445.0,226575136.0,4.6%,4.9%,"PLEASANTON, California
(37.656667, -121.878923)",0
136,136,2012,106014034,FREMONT HOSPITAL - FREMONT,Alameda,Investor,Comparable,0,96,96,96,37302986,19464.0,37322450.0,0.1%,0.1%,"FREMONT, California
(37.550195, -121.980829)",0
137,137,2010,106014207,TELECARE HERITAGE-PHF,ALAMEDA,Investor,Psychiatric Health Facilities,0,26,26,26,7403556,0.0,7403556.0,0%,0%,"OAKLAND, California
(37.804828, -122.27248)",0
138,138,2011,106560203,AURORA VISTA DEL MAR HOSPITAL,Ventura,Investor,Comparable,0,87,87,57,18171112,53725.0,18224837.0,0.3%,0.3%,"VENTURA, California
(34.280832, -119.293107)",0
139,139,2012,106370977,POMERADO HOSPITAL,San Diego,District,Comparable,0,236,236,185,152743738,781439.0,153525177.0,0.5%,0.5%,"POWAY, California
(32.986369, -117.023491)",0
140,140,2010,106370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Comparable,0,306,264,115,157908839,3539153.0,161447992.0,2.2%,2.2%,"SAN DIEGO, California
(32.71576, -117.163817)",0
141,141,2011,106250956,MODOC MEDICAL CENTER,Modoc,City/County,Comparable,0,87,87,49,13568921,161064.0,13729985.0,1.2%,-1.2%,"ALTURAS, California
(41.490967, -120.542538)",1
142,142,2011,106104089,CRESTWOOD PHF - FRESNO,Fresno,Investor,Psychiatric Health Facilities,0,16,16,16,0,3854853.0,3854853.0,100%,0%,"FRESNO, California
(36.731654, -119.785856)",0
143,143,2010,106190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Comparable,0,144,144,144,72502964,3598134.0,76101098.0,4.7%,5%,"ALHAMBRA, California
(34.095162, -118.126842)",0
144,144,2010,106190547,MONTEREY PARK HOSPITAL,LOS ANGELES,Investor,Comparable,0,101,101,48,67435786,247435.0,67683221.0,0.4%,0.4%,"MONTEREY PARK, California
(34.062407, -118.127542)",0
145,145,2010,106440755,DOMINICAN SANTA CRUZ HOSPITAL-SOQUEL,SANTA CRUZ,Non-Profit,Comparable,0,366,275,275,321320459,2521854.0,323842313.0,0.8%,0.8%,"SANTA CRUZ, California
(36.97414, -122.028795)",0
146,146,2010,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Comparable,0,73,70,70,26303800,339659.0,26643459.0,1.3%,1.3%,"CONCORD, California
(37.979103, -122.031333)",0
147,147,2012,106190541,MONROVIA MEMORIAL HOSPITAL,Los Angeles,Investor,Comparable,0,49,46,46,46494094,0.0,46494094.0,0%,0%,"MONROVIA, California
(34.14591, -118.000929)",0
148,148,2012,106260011,MAMMOTH HOSPITAL,Mono,District,Comparable,0,17,17,17,57095999,192153.0,57288152.0,0.3%,0.3%,"MAMMOTH LAKES, California
(37.64696, -118.967479)",1
149,149,2011,106150782,RIDGECREST REGIONAL HOSPITAL,Kern,Non-Profit,Comparable,0,98,98,78,62012762,163613.0,62176375.0,0.3%,0.3%,"RIDGECREST, California
(35.620715, -117.670069)",1
150,150,2012,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,Non-Profit,Comparable,0,265,265,135,227422951,4796162.0,232219113.0,2.1%,2.1%,"OXNARD, California
(34.197663, -119.175947)",0
151,151,2010,106374084,SAN DIEGO HOSPICE ACUTE CARE CENTER,SAN DIEGO,Non-Profit,Comparable,0,24,24,24,5794112,0.0,5794112.0,0%,0%,"SAN DIEGO, California
(32.71576, -117.163817)",0
152,152,2011,106034002,SUTTER AMADOR HOSPITAL,Amador,Non-Profit,Comparable,0,42,42,42,65627437,590563.0,66218000.0,0.9%,0.9%,"JACKSON, California
(38.347604, -120.772295)",1
153,153,2010,106304460,HOAG ORTHOPEDIC INSTITUTE,ORANGE,Investor,Comparable,0,70,70,70,6805578,30.0,6805608.0,0%,0%,"IRVINE, California
(33.685908, -117.824719)",0
154,154,2010,106190307,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,Investor,Comparable,0,142,132,132,128005933,3349455.0,131355388.0,2.5%,2.6%,"LOS ANGELES, California
(34.052238, -118.243344)",0
155,155,2011,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,0,54,52,29,99211318,2516024.0,101727342.0,2.5%,2.5%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
156,156,2010,106400683,ATASCADERO STATE HOSPITAL,SAN LUIS OBISPO,State,District,0,1259,1259,1096,221979293,0.0,221979293.0,0%,0%,"ATASCADERO, California
(35.480769, -120.666437)",0
157,157,2011,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Sutter,Non-Profit,Comparable,0,14,14,14,19982382,72038.0,20054420.0,0.4%,0.4%,"YUBA CITY, California
(39.13222, -121.625147)",0
158,158,2010,106190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Comparable,0,213,210,210,69834064,771107.0,70605171.0,1.1%,1.1%,"LOS ANGELES, California
(34.052238, -118.243344)",0
159,159,2010,106190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,Investor,Comparable,0,204,135,135,115737381,754757.0,116492138.0,0.6%,0.7%,"LOS ANGELES, California
(34.052238, -118.243344)",0
160,160,2011,106190243,DOWNEY REGIONAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,199,199,130,138040899,375544.0,138416443.0,0.3%,0.3%,"DOWNEY, California
(33.940946, -118.12752)",0
161,161,2011,106301283,GARDEN GROVE HOSPITAL & MEDICAL CENTER,Orange,Investor,Comparable,0,167,167,167,83842742,460026.0,84302768.0,0.5%,0.5%,"GARDEN GROVE, California
(33.776069, -117.937878)",0
162,162,2012,106190462,AURORA LAS ENCINAS HOSPITAL,Los Angeles,Investor,Comparable,0,118,118,49,16893612,45002.0,16938614.0,0.3%,0.3%,"PASADENA, California
(34.14955, -118.141452)",0
163,163,2010,106344170,CRSTWOOD PHF-CARMICHAEL,SACRAMENTO,Investor,Psychiatric Health Facilities,0,12,12,12,2304400,89600.0,2394000.0,3.7%,3.9%,"CARMICHAEL, California
(38.636604, -121.327265)",0
164,164,2010,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Non-Profit,Comparable,0,55,55,45,60502636,275950.0,60778586.0,0.5%,0.5%,"RIDGECREST, California
(35.620715, -117.670069)",1
165,165,2012,106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Ventura,Investor,Comparable,0,365,337,337,356207672,793392.0,357001064.0,0.2%,0.2%,"THOUSAND OAKS, California
(34.176083, -118.848743)",0
166,166,2011,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,Orange,Investor,Comparable,0,114,114,32,77856571,702241.0,78558812.0,0.9%,0.9%,"PLACENTIA, California
(33.871209, -117.860113)",0
167,167,2011,106560525,SIMI VALLEY HOSPITAL & HEALTH SERVICES - SYCAMORE,Ventura,Non-Profit,Comparable,0,188,144,144,106914141,684423.0,107598564.0,0.6%,0.6%,"SIMI VALLEY, California
(34.286321, -118.712804)",0
168,168,2012,106190034,ANTELOPE VALLEY HOSPITAL,Los Angeles,District,Comparable,0,420,393,256,328759417,5177417.0,333936834.0,1.6%,1.6%,"LANCASTER, California
(34.697472, -118.144521)",0
169,169,2012,106094002,EL DORADO COUNTY MENTAL HEALTH-PHF,El Dorado,City/County,Psychiatric Health Facilities,0,10,10,10,2094420,0.0,2094420.0,0%,0%,"PLACERVILLE, California
(38.729652, -120.799147)",0
170,170,2010,106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Non-Profit,Comparable,0,325,325,199,338315144,2869174.0,341184318.0,0.8%,0.8%,"LAGUNA HILLS, California
(33.612927, -117.710412)",0
171,171,2010,106121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor,Comparable,0,80,46,42,47721834,248310.0,47970144.0,0.5%,0.5%,"ARCATA, California
(40.868186, -124.090548)",0
172,172,2011,106380960,ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,Non-Profit,Comparable,0,356,150,150,180789236,8214645.0,189003881.0,4.3%,4.5%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
173,173,2011,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,City/County,Comparable,0,146,146,117,320084590,64369799.0,384454389.0,16.7%,-20.1%,"MARTINEZ, California
(38.018992, -122.134855)",0
174,174,2011,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,0,1286,1258,390,116040166,0.0,116040166.0,0%,0%,"POMONA, California
(34.055118, -117.750048)",0
175,175,2012,106281047,QUEEN OF THE VALLEY HOSPITAL,Napa,Non-Profit,Comparable,0,191,191,174,237593855,9000777.0,246594632.0,3.7%,3.8%,"NAPA, California
(38.297242, -122.289405)",0
176,176,2010,106414018,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,Investor,Comparable,0,16,16,12,16254610,16605.0,16271215.0,0.1%,0.1%,"MENLO PARK, California
(37.453629, -122.18296)",0
177,177,2010,106331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,District,Comparable,0,417,417,157,120147106,546340.0,120693446.0,0.5%,0.5%,"HEMET, California
(33.747562, -116.967316)",0
178,178,2011,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,0,552,552,407,447266691,12455071.0,459721762.0,2.7%,2.8%,"MISSION VIEJO, California
(33.595018, -117.659099)",0
179,179,2010,106194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,Investor,Comparable,0,411,349,197,405361470,4140343.0,409501813.0,1%,1%,"LOS ANGELES, California
(34.052238, -118.243344)",0
180,180,2010,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Investor,Comparable,0,172,172,172,97497740,1162299.0,98660039.0,1.2%,1.2%,"GARDENA, California
(33.883764, -118.309144)",0
181,181,2012,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,0,389,299,299,408719925,4495321.0,413215246.0,1.1%,1.1%,"FREMONT, California
(37.550195, -121.980829)",0
182,182,2011,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,0,123,123,52,148679491,1776558.0,150456049.0,1.2%,1.2%,"SAN RAMON, California
(37.764907, -121.951061)",0
183,183,2011,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,0,231,231,221,66311178,328699.0,66639877.0,0.5%,0.5%,"SUN VALLEY, California
(34.217499, -118.3694)",0
184,184,2012,106321016,SENECA HEALTHCARE DISTRICT,Plumas,District,Comparable,0,26,26,19,12628389,39504.0,12667893.0,0.3%,0.3%,"CHESTER, California
(40.311547, -121.227165)",1
185,185,2010,106094002,EL DORADO COUNTY MENTAL HEALTH-PHF,EL DORADO,City/County,Psychiatric Health Facilities,0,15,10,10,1427685,0.0,1427685.0,0%,0%,"PLACERVILLE, California
(38.729652, -120.799147)",0
186,186,2011,106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,District,Comparable,0,176,154,129,78222324,1374907.0,79597231.0,1.7%,1.8%,"HOLLISTER, California
(36.852513, -121.402063)",1
187,187,2010,106374024,AURORA SAN DIEGO,SAN DIEGO,Investor,Comparable,0,80,80,68,22355453,46748.0,22402201.0,0.2%,0.2%,"SAN DIEGO, California
(32.71576, -117.163817)",0
188,188,2010,106150808,TEHACHAPI HOSPITAL,KERN,District,Comparable,0,25,24,24,17528087,66983.0,17595070.0,0.4%,0.4%,"TEHACHAPI, California
(35.132317, -118.449074)",1
189,189,2011,106311000,SUTTER MEDICAL CENTER - ROSEVILLE,Placer,Non-Profit,Comparable,0,313,313,313,433363731,4449620.0,437813351.0,1%,1%,"ROSEVILLE, California
(38.74806, -121.285202)",0
190,190,2011,106434220,CRESTWOOD PHF - SAN JOSE,Santa Clara,Investor,Psychiatric Health Facilities,0,16,16,16,2856150,81485.0,2937635.0,2.8%,2.9%,"SAN JOSE, California
(37.334807, -121.888128)",0
191,191,2010,106571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Non-Profit,Comparable,0,108,108,108,113852000,7367686.0,121219686.0,6.1%,6.5%,"WOODLAND, California
(38.677493, -121.774715)",0
192,192,2010,106361274,KINDRED HOSPITAL-ONTARIO,SAN BERNARDINO,Investor,Comparable,0,91,91,91,53282614,94066.0,53376680.0,0.2%,0.2%,"ONTARIO, California
(34.063341, -117.651187)",0
193,193,2011,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,0,30,24,26,13377200,155768.0,13532968.0,1.2%,1.2%,"BIG BEAR LAKE, California
(34.243516, -116.899432)",1
194,194,2011,106130699,EL CENTRO REGIONAL MEDICAL CENTER,Imperial,City/County,Comparable,0,165,165,165,114577927,6415085.0,120993012.0,5.3%,-5.6%,"EL CENTRO, California
(32.792855, -115.565551)",0
195,195,2010,106090933,MARSHALL MEDICAL CENTER,EL DORADO,Non-Profit,Comparable,0,105,102,102,180083954,1152741.0,181236695.0,0.6%,0.6%,"PLACERVILLE, California
(38.729652, -120.799147)",1
196,196,2012,106320986,PLUMAS DISTRICT HOSPITAL,Plumas,District,Comparable,0,25,25,25,18826554,171112.0,18997666.0,0.9%,0.9%,"QUINCY, California
(39.936754, -120.948961)",1
197,197,2010,106484028,NORTH VALLEY-SOLANO COUNTY PHF,SOLANO,Investor,Psychiatric Health Facilities,0,16,16,16,2862186,0.0,2862186.0,0%,0%,"FAIRFIELD, California
(38.251488, -122.049851)",0
198,198,2011,106514033,NORTH VALLEY BEHAVIORAL HEALTH-PHF,Sutter,Investor,Psychiatric Health Facilities,0,16,16,16,4110950,0.0,4110950.0,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)",0
199,199,2011,106124004,SEMPERVIRENS - PHF,Humboldt,City/County,Psychiatric Health Facilities,0,16,16,16,4303778,0.0,4303778.0,0%,0%,"EUREKA, California
(40.786143, -124.161309)",0
200,200,2012,106190066,BELLFLOWER MEDICAL CENTER,Los Angeles,Investor,Comparable,0,114,110,110,42454926,2013822.0,44468748.0,4.5%,4.7%,"BELLFLOWER, California
(33.882076, -118.125256)",0
201,201,2011,106190468,PROMISE HOSPITAL OF EAST LOS ANGELES,Los Angeles,Investor,Comparable,0,213,213,179,77436791,217359.0,77654150.0,0.3%,0.3%,"LOS ANGELES, California
(34.052238, -118.243344)",0
202,202,2011,106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,Investor,Comparable,0,247,223,223,306891790,4573192.0,311464982.0,1.5%,1.5%,"SAN JOSE, California
(37.334807, -121.888128)",0
203,203,2010,106190137,CASA COLINA HOSPITAL FOR REHABILITATIVE,LOS ANGELES,Non-Profit,Comparable,0,68,68,68,38610939,148353.0,38759292.0,0.4%,0.4%,"POMONA, California
(34.055118, -117.750048)",0
204,204,2010,106382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Comparable,0,54,52,52,92203308,2048064.0,94251372.0,2.2%,2.2%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
205,205,2011,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,0,186,186,149,53961801,11753828.0,65715629.0,17.9%,21.8%,"LOS ANGELES, California
(34.052238, -118.243344)",0
206,206,2012,106190232,DEL AMO HOSPITAL,Los Angeles,Investor,Comparable,0,166,166,138,34146898,37186.0,34184084.0,0.1%,0.1%,"TORRANCE, California
(33.836318, -118.340038)",0
207,207,2011,106190305,KINDRED HOSPITAL - LOS ANGELES,Los Angeles,Investor,Comparable,0,81,81,75,52596940,106310.0,52703250.0,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
208,208,2010,106380842,HEBREW HOME FOR THE AGED DISABLED,SAN FRANCISCO,Non-Profit,LTC Emphasis,0,491,430,430,58398273,478416.0,58876689.0,0.8%,0.8%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
209,209,2011,106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Non-Profit,Comparable,0,105,105,105,49303939,483724.0,49787663.0,1%,1%,"LOS ANGELES, California
(34.052238, -118.243344)",0
210,210,2010,106190305,KINDRED HOSPITAL-LOS ANGELES,LOS ANGELES,Investor,Comparable,0,81,81,81,47432637,90125.0,47522762.0,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
211,211,2011,106560481,VENTURA COUNTY MEDICAL CENTER,Ventura,City/County,Comparable,1,272,254,142,266348516,3511667.0,269860183.0,1.3%,-1.3%,"VENTURA, California
(34.280832, -119.293107)",0
212,212,2010,106370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Non-Profit,Comparable,0,301,301,301,123588712,825034.0,124413746.0,0.7%,0.7%,"NATIONAL CITY, California
(32.671538, -117.105196)",0
213,213,2011,106270744,COMMUNITY HOSPITAL OF MONTEREY PENINSULA,Monterey,Non-Profit,Comparable,0,259,207,207,387766166,26332629.0,414098795.0,6.4%,6.8%,"MONTEREY, California
(36.596808, -121.897127)",0
214,214,2010,106390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Comparable,0,202,202,202,176254999,1765288.0,178020287.0,1%,1%,"STOCKTON, California
(37.957541, -121.292451)",0
215,215,2010,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,0,411,411,247,391999481,9514961.0,401514442.0,2.4%,2.4%,"NORTHRIDGE, California
(34.228298, -118.535797)",0
216,216,2011,106301304,NEWPORT BAY HOSPITAL,Orange,Investor,Comparable,0,34,34,34,9872365,0.0,9872365.0,0%,0%,"NEWPORT BEACH, California
(33.615967, -117.930378)",0
217,217,2012,106514033,NORTH VALLEY BEHAVIORAL HEALTH-PHF,Sutter,Investor,Psychiatric Health Facilities,0,16,16,16,4345973,0.0,4345973.0,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)",0
218,218,2011,106504038,STANISLAUS SURGICAL HOSPITAL,Stanislaus,Investor,Comparable,0,23,23,23,28879420,480398.0,29359818.0,1.6%,1.7%,"MODESTO, California
(37.640735, -121.002435)",0
219,219,2011,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,0,76,76,66,19902333,69240.0,19971573.0,0.3%,0.3%,"PORTOLA, California
(39.812099, -120.464742)",1
220,220,2011,106044006,BUTTE COUNTY MENTAL HEALTH - PHF,Butte,City/County,Psychiatric Health Facilities,0,16,16,16,3727438,0.0,3727438.0,0%,0%,"CHICO, California
(39.728956, -121.838779)",0
221,221,2011,106105051,COALINGA STATE HOSPITAL,Fresno,State,State Hospitals,0,1500,1150,982,244271707,0.0,244271707.0,0%,0%,"COALINGA, California
(36.139801, -120.360264)",0
222,222,2011,106013687,MERRITT PERALTA INSTITUTE CDRH,Alameda,Non-Profit,Comparable,0,24,24,17,1590050,97637.0,1687687.0,5.8%,6.1%,"OAKLAND, California
(37.804828, -122.27248)",0
223,223,2010,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,LOS ANGELES,Non-Profit,Comparable,0,153,153,153,72178016,1133363.0,73311379.0,1.5%,1.6%,"SHERMAN OAKS, California
(34.1511, -118.448303)",0
224,224,2010,106190163,AURORA CHARTER OAK,LOS ANGELES,Investor,Comparable,0,95,95,88,24386956,31064.0,24418020.0,0.1%,0.1%,"COVINA, California
(34.086248, -117.890145)",0
225,225,2011,106370759,PARADISE VALLEY HOSPITAL,San Diego,Non-Profit,Comparable,0,301,301,301,111944898,2178525.0,114123423.0,1.9%,1.9%,"NATIONAL CITY, California
(32.671538, -117.105196)",0
226,226,2010,106320859,EASTERN PLUMAS HEALTH CARE,PLUMAS,District,Comparable,0,76,76,76,21370781,126119.0,21496900.0,0.6%,0.6%,"PORTOLA, California
(39.812099, -120.464742)",1
227,227,2010,106190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Comparable,0,350,350,350,244251608,36289032.0,280540640.0,12.9%,14.9%,"VAN NUYS, California
(34.186699, -118.448097)",0
228,228,2010,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Non-Profit,Comparable,0,80,59,33,78396353,1026591.0,79422944.0,1.3%,1.3%,"PETALUMA, California
(38.232474, -122.636846)",0
229,229,2011,106154022,HEALTHSOUTH BAKERSFIELD REGIONAL REHAB HOSPITAL,Kern,Investor,Comparable,0,60,60,60,29733804,51507.0,29785311.0,0.2%,0.2%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
230,230,2011,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,453,453,453,410360481,5147540.0,415508021.0,1.2%,1.3%,"POMONA, California
(34.055118, -117.750048)",0
231,231,2010,106190500,MARINA DEL REY HOSPITAL,LOS ANGELES,Non-Profit,Comparable,0,90,90,47,96664937,1318582.0,97983519.0,1.3%,1.4%,"MARINA DEL REY, California
(33.98384, -118.451422)",0
232,232,2011,106190034,ANTELOPE VALLEY HOSPITAL,Los Angeles,District,Comparable,0,420,393,256,338088475,7327132.0,345415607.0,2.1%,2.2%,"LANCASTER, California
(34.697472, -118.144521)",0
233,233,2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,San Diego,Investor,Comparable,0,66,66,66,19480811,19016.0,19499827.0,0.1%,0.1%,"LA MESA, California
(32.766157, -117.024725)",0
234,234,2010,106201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Comparable,0,106,106,106,88802410,1546392.0,90348802.0,1.7%,1.7%,"MADERA, California
(36.961961, -120.059585)",0
235,235,2011,106364188,KINDRED HOSPITAL - RANCHO,San Bernardino,Non-Profit,Comparable,0,55,55,52,46268011,32306.0,46300317.0,0.1%,0.1%,"RANCHO CUCAMONGA, California
(34.106399, -117.575764)",0
236,236,2010,106364121,BALLARD REHABILITATION HOSPITAL,SAN BERNARDINO,Investor,Comparable,0,60,60,60,20744493,39979.0,20784472.0,0.2%,0.2%,"SAN BERNARDINO, California
(34.108323, -117.29415)",0
237,237,2010,106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Comparable,0,68,68,68,25317788,0.0,25317788.0,0%,0%,"LOS ANGELES, California
(34.052238, -118.243344)",0
238,238,2010,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,BUTTE,Non-Profit,Comparable,0,45,45,36,15908118,325564.0,16233682.0,2%,2%,"GRIDLEY, California
(39.363578, -121.696463)",1
